x,y,cell_id,population,infected_DM_0,infected_DM_1,infected_DM_2,infected_DM_3,u,var,sd,IoD,CoV
-2.2702197,53.4465097,-7.92815E+18,79,2,4,0,3,2.25,2.916666667,1.707825128,1.296296296,0.75903339
-2.2702883,53.4572957,-3.70599E+18,134,0,1,2,1,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.270294,53.4581946,8.56754E+18,90,2,1,0,1,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.270414,53.4770701,4.6956E+18,4,0,0,0,1,0.25,0.25,0.5,1,2
-2.2686574,53.4375247,8.5249E+17,125,9,4,4,7,6,6,2.449489743,1,0.40824829
-2.2686744,53.4402212,-1.85739E+18,46,0,2,3,1,1.5,1.666666667,1.290994449,1.111111111,0.860662966
-2.2686857,53.4420189,-7.79437E+18,96,1,3,0,2,1.5,1.666666667,1.290994449,1.111111111,0.860662966
-2.2687652,53.4546026,-4.47924E+18,80,1,0,0,3,1,2,1.414213562,2,1.414213562
-2.2687937,53.4590968,-3.58456E+18,111,1,0,1,2,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2687993,53.4599956,-6.84413E+18,187,1,3,1,1,1.5,1,1,0.666666667,0.666666667
-2.268805,53.4608945,3.41054E+18,30,0,0,0,1,0.25,0.25,0.5,1,2
-2.2684929,53.4114583,2.59387E+18,57,0,1,0,2,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2686517,53.4366258,5.94686E+17,23,1,1,3,0,1.25,1.583333333,1.258305739,1.266666667,1.006644591
-2.2686971,53.4438166,3.47423E+18,82,4,6,3,3,4,2,1.414213562,0.5,0.353553391
-2.2687709,53.4555015,-6.02287E+18,86,0,0,3,0,0.75,2.25,1.5,3,2
-2.2688164,53.4626922,-6.49122E+16,69,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2690098,53.4932525,-7.83259E+18,70,1,0,0,0,0.25,0.25,0.5,1,2
-2.269175,53.5193186,3.10968E+18,235,0,2,0,0,0.5,1,1,2,2
-2.238597,53.4456782,-3.21201E+18,148,0,0,1,0,0.25,0.25,0.5,1,2
-2.2387181,53.4672504,1.16929E+18,86,0,2,3,3,2,2,1.414213562,1,0.707106781
-2.2387686,53.4762388,4.36108E+18,50,0,2,1,4,1.75,2.916666667,1.707825128,1.666666667,0.975900073
-2.2387787,53.4780364,5.86617E+18,5,1,0,0,0,0.25,0.25,0.5,1,2
-2.2389253,53.5041026,-2.87526E+18,166,3,1,0,1,1.25,1.583333333,1.258305739,1.266666667,1.006644591
-2.2389354,53.5059003,-1.99637E+18,63,0,2,0,2,1,1.333333333,1.154700538,1.333333333,1.154700538
-2.2389456,53.5076979,4.34051E+18,185,1,2,1,3,1.75,0.916666667,0.957427108,0.523809524,0.547101204
-2.2389506,53.5085968,-6.83208E+18,258,4,5,7,7,5.75,2.25,1.5,0.391304348,0.260869565
-2.2389962,53.5166862,3.20284E+18,89,0,0,1,2,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2390114,53.5193827,-5.9906E+18,77,2,0,1,2,1.25,0.916666667,0.957427108,0.733333333,0.765941686
-2.239392,53.5867946,-3.36775E+18,81,1,0,0,0,0.25,0.25,0.5,1,2
-2.2670844,53.426742,-1.27076E+18,65,9,7,6,8,7.5,1.666666667,1.290994449,0.222222222,0.172132593
-2.26709,53.4276408,2.62638E+17,61,5,7,7,5,6,1.333333333,1.154700538,0.222222222,0.19245009
-2.2670957,53.4285397,-7.47987E+18,56,4,7,5,7,5.75,2.25,1.5,0.391304348,0.260869565
-2.2671521,53.4375281,6.74749E+18,86,3,2,1,2,2,0.666666667,0.816496581,0.333333333,0.40824829
-2.2672198,53.4483141,3.01092E+18,128,4,1,0,3,2,3.333333333,1.825741858,1.666666667,0.912870929
-2.2672424,53.4519095,8.48814E+18,63,1,2,0,1,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.267282,53.4582014,-1.50273E+18,153,3,2,2,5,3,2,1.414213562,0.666666667,0.471404521
-2.2672933,53.459999,5.12115E+17,189,1,1,2,0,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2673272,53.465392,-3.45186E+18,48,0,1,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2674629,53.4869641,-3.62215E+18,66,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2676442,53.5157266,-4.60659E+18,41,0,0,0,1,0.25,0.25,0.5,1,2
-2.2677009,53.5247149,-1.17804E+18,35,0,1,0,0,0.25,0.25,0.5,1,2
-2.2657591,53.4555082,3.2201E+18,75,1,0,2,1,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2658659,53.4725861,6.36219E+18,173,1,1,2,0,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2659502,53.4860686,2.9748E+17,361,2,2,0,3,1.75,1.583333333,1.258305739,0.904761905,0.719031851
-2.266153,53.5184265,-6.56982E+18,179,0,0,3,0,0.75,2.25,1.5,3,2
-2.2661643,53.5202242,-5.77959E+18,185,1,0,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2669886,53.4114616,-8.90838E+18,15,1,0,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.267107,53.4303373,-6.82622E+18,33,2,0,7,3,3,8.666666667,2.943920289,2.888888889,0.981306763
-2.2671126,53.4312362,-7.07695E+18,16,0,0,3,0,0.75,2.25,1.5,3,2
-2.2671182,53.432135,-6.18612E+18,68,4,3,6,5,4.5,1.666666667,1.290994449,0.37037037,0.286887655
-2.2671634,53.4393257,8.50388E+18,75,3,2,4,4,3.25,0.916666667,0.957427108,0.282051282,0.294592956
-2.2671747,53.4411234,-8.91556E+18,50,3,2,3,3,2.75,0.25,0.5,0.090909091,0.181818182
-2.2672255,53.449213,-1.3213E+18,99,3,1,1,3,2,1.333333333,1.154700538,0.666666667,0.577350269
-2.2672368,53.4510107,8.98379E+18,36,1,1,0,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2672594,53.454606,-1.04749E+18,64,1,1,2,0,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2676839,53.5220184,2.05403E+18,73,0,0,1,0,0.25,0.25,0.5,1,2
-2.2370964,53.4465801,6.34995E+18,123,0,0,1,0,0.25,0.25,0.5,1,2
-2.2371365,53.4537708,3.61931E+18,76,0,0,2,1,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2372469,53.4735452,-4.88999E+18,246,2,4,4,5,3.75,1.583333333,1.258305739,0.422222222,0.335548197
-2.2374378,53.5077009,1.99123E+18,134,4,2,1,3,2.5,1.666666667,1.290994449,0.666666667,0.516397779
-2.2374529,53.5103974,-2.92041E+18,155,2,2,1,0,1.25,0.916666667,0.957427108,0.733333333,0.765941686
-2.2375132,53.5211834,8.36962E+18,77,3,2,3,2,2.5,0.333333333,0.577350269,0.133333333,0.230940108
-2.264175,53.4429278,-7.00725E+18,29,1,3,2,0,1.5,1.666666667,1.290994449,1.111111111,0.860662966
-2.2642588,53.4564104,-6.26356E+18,105,0,3,0,4,1.75,4.25,2.061552813,2.428571429,1.178030179
-2.2642979,53.4627022,-8.28286E+18,115,3,1,5,3,3,2.666666667,1.632993162,0.888888889,0.544331054
-2.2356008,53.4483807,3.66585E+17,102,0,1,0,0,0.25,0.25,0.5,1,2
-2.2356606,53.4591668,-4.20265E+18,33,1,0,0,0,0.25,0.25,0.5,1,2
-2.23591,53.5041086,1.89153E+17,42,0,1,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.236005,53.5211864,4.89223E+18,76,0,0,2,0,0.5,1,1,2,2
-2.23607,53.5328712,-9.18414E+18,86,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2656805,53.4429245,-7.43914E+18,122,7,5,4,2,4.5,4.333333333,2.081665999,0.962962963,0.462592444
-2.2657198,53.4492163,4.00112E+18,56,1,1,1,0,0.75,0.25,0.5,0.333333333,0.666666667
-2.265731,53.451014,2.26006E+18,47,1,0,0,0,0.25,0.25,0.5,1,2
-2.2657479,53.4537105,-1.82774E+18,147,3,1,3,3,2.5,1,1,0.4,0.4
-2.2657535,53.4546094,-8.24971E+18,143,4,2,1,2,2.25,1.583333333,1.258305739,0.703703704,0.559246995
-2.2657647,53.456407,4.72045E+18,116,2,2,2,1,1.75,0.25,0.5,0.142857143,0.285714286
-2.2657759,53.4582047,6.54071E+18,57,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2660629,53.5040452,-7.91022E+18,143,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2662264,53.5301113,-6.78126E+17,26,1,1,0,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2643146,53.4653988,5.80944E+18,29,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2644544,53.4878696,1.24239E+18,178,1,1,3,0,1.25,1.583333333,1.258305739,1.266666667,1.006644591
-2.2645048,53.4959591,1.97666E+18,112,0,1,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2645496,53.5031498,-6.82803E+18,115,0,1,0,0,0.25,0.25,0.5,1,2
-2.2645608,53.5049474,-4.0071E+18,91,0,0,0,1,0.25,0.25,0.5,1,2
-2.2646617,53.5211263,-2.08828E+18,50,1,0,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2361151,53.5409606,-4.46243E+18,14,1,1,0,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2640356,53.4204568,-7.34067E+17,79,4,6,2,0,3,6.666666667,2.581988897,2.222222222,0.860662966
-2.2640802,53.4276475,-2.07024E+18,85,8,6,7,5,6.5,1.666666667,1.290994449,0.256410256,0.198614531
-2.2642197,53.4501185,6.15443E+18,101,3,6,1,3,3.25,4.25,2.061552813,1.307692308,0.634323942
-2.2643649,53.4734883,-6.00739E+18,126,2,0,1,2,1.25,0.916666667,0.957427108,0.733333333,0.765941686
-2.2644712,53.4905661,6.00459E+18,74,1,1,0,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2645104,53.4968579,3.13066E+18,106,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2645552,53.5040486,-6.65319E+18,152,0,0,1,0,0.25,0.25,0.5,1,2
-2.2340803,53.4456872,-2.30882E+17,75,0,1,0,0,0.25,0.25,0.5,1,2
-2.2341298,53.4546756,7.75608E+18,178,0,3,2,0,1.25,2.25,1.5,1.8,1.2
-2.2341347,53.4555744,7.19836E+18,183,1,0,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2625752,53.4276508,-8.45515E+18,56,5,3,2,5,3.75,2.25,1.5,0.6,0.4
-2.262614,53.4339427,1.29211E+18,27,2,2,0,4,2,2.666666667,1.632993162,1.333333333,0.816496581
-2.2626196,53.4348416,2.04947E+18,77,3,4,4,3,3.5,0.333333333,0.577350269,0.095238095,0.16495722
-2.2626917,53.4465265,-9.4796E+17,67,1,0,2,4,1.75,2.916666667,1.707825128,1.666666667,0.975900073
-2.2627084,53.449223,-1.63504E+17,98,3,3,2,3,2.75,0.25,0.5,0.090909091,0.181818182
-2.2627584,53.4573125,6.20323E+17,51,1,3,4,0,2,3.333333333,1.825741858,1.666666667,0.912870929
-2.2629529,53.4887718,9.68526E+16,106,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2629641,53.4905694,4.37029E+18,51,0,0,1,0,0.25,0.25,0.5,1,2
-2.2630866,53.5103437,2.63305E+18,28,0,0,0,1,0.25,0.25,0.5,1,2
-2.2341446,53.4573721,2.69367E+18,258,2,3,1,1,1.75,0.916666667,0.957427108,0.523809524,0.547101204
-2.2342982,53.4852361,-6.63139E+18,51,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2343875,53.5014151,-1.60389E+18,91,1,2,2,3,2,0.666666667,0.816496581,0.333333333,0.40824829
-2.2344818,53.5184929,1.20706E+18,72,1,0,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2345862,53.5373683,6.69178E+18,84,1,1,0,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2625586,53.4249543,-2.14907E+18,66,4,3,1,7,3.75,6.25,2.5,1.666666667,0.666666667
-2.2610593,53.4258565,-8.85328E+18,69,1,1,3,2,1.75,0.916666667,0.957427108,0.523809524,0.547101204
-2.261142,53.4393391,-1.69912E+18,78,4,4,5,5,4.5,0.333333333,0.577350269,0.074074074,0.12830006
-2.261153,53.4411368,-2.30496E+18,88,6,7,4,7,6,2,1.414213562,0.333333333,0.23570226
-2.2611585,53.4420356,9.4065E+17,78,3,10,5,2,5,12.66666667,3.559026084,2.533333333,0.711805217
-2.2612137,53.451024,3.90231E+18,111,6,4,4,4,4.5,1,1,0.222222222,0.222222222
-2.2612192,53.4519228,3.76579E+18,84,2,3,4,2,2.75,0.916666667,0.957427108,0.333333333,0.348155312
-2.2612358,53.4546193,8.85362E+18,107,5,3,2,4,3.5,1.666666667,1.290994449,0.476190476,0.368855557
-2.2612689,53.4600124,3.46549E+18,133,4,2,4,5,3.75,1.583333333,1.258305739,0.422222222,0.335548197
-2.2613021,53.4654054,-2.90295E+18,241,5,5,6,2,4.5,3,1.732050808,0.666666667,0.384900179
-2.2614237,53.4851798,-6.27865E+18,65,0,0,1,0,0.25,0.25,0.5,1,2
-2.2614458,53.4887751,1.1585E+18,74,0,1,0,0,0.25,0.25,0.5,1,2
-2.2614514,53.4896739,-6.70813E+17,64,1,1,1,0,0.75,0.25,0.5,0.333333333,0.666666667
-2.261468,53.4923704,2.51695E+18,49,1,0,0,0,0.25,0.25,0.5,1,2
-2.2325747,53.4456901,6.45097E+18,87,0,1,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2325993,53.4501843,-6.42325E+18,211,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2326288,53.4555774,-1.08811E+18,234,1,1,0,4,1.5,3,1.732050808,2,1.154700538
-2.2327124,53.4708576,-2.65306E+18,29,0,0,1,2,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2327666,53.4807448,2.67306E+18,196,5,4,3,4,4,0.666666667,0.816496581,0.166666667,0.204124145
-2.2328898,53.5032157,6.3633E+17,19,0,1,0,0,0.25,0.25,0.5,1,2
-2.2329836,53.5202935,3.11683E+18,107,3,1,0,3,1.75,2.25,1.5,1.285714286,0.857142857
-2.2330082,53.5247876,7.27177E+18,83,1,2,1,2,1.5,0.333333333,0.577350269,0.222222222,0.384900179
-2.2330132,53.5256865,-4.40909E+18,82,0,2,0,3,1.25,2.25,1.5,1.8,1.2
-2.2330329,53.5292818,-6.82541E+18,20,0,1,0,0,0.25,0.25,0.5,1,2
-2.2626473,53.4393358,-3.13117E+18,81,5,5,6,2,4.5,3,1.732050808,0.666666667,0.384900179
-2.262725,53.4519195,-6.9255E+18,20,0,0,0,1,0.25,0.25,0.5,1,2
-2.2627361,53.4537172,9.10161E+18,16,0,2,2,1,1.25,0.916666667,0.957427108,0.733333333,0.765941686
-2.2627472,53.4555149,-4.5483E+18,96,2,1,2,4,2.25,1.583333333,1.258305739,0.703703704,0.559246995
-2.2627639,53.4582114,9.16072E+18,200,6,6,4,7,5.75,1.583333333,1.258305739,0.275362319,0.218835781
-2.2628528,53.4725928,-8.18685E+18,368,6,5,4,3,4.5,1.666666667,1.290994449,0.37037037,0.286887655
-2.262914,53.4824799,-2.12812E+18,23,1,0,0,0,0.25,0.25,0.5,1,2
-2.2629808,53.4932659,-4.93305E+18,42,1,0,0,0,0.25,0.25,0.5,1,2
-2.2630532,53.5049507,4.23499E+18,140,0,0,0,1,0.25,0.25,0.5,1,2
-2.259538,53.4231632,1.67278E+18,62,0,1,2,1,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2596421,53.4402412,9.90621E+17,76,6,2,4,5,4.25,2.916666667,1.707825128,0.68627451,0.401841207
-2.2596915,53.4483308,-3.76728E+18,137,6,6,7,3,5.5,3,1.732050808,0.545454545,0.314918329
-2.2597354,53.4555215,-3.80764E+18,26,3,0,0,1,1,2,1.414213562,2,1.414213562
-2.2597409,53.4564203,6.02338E+18,112,3,2,4,2,2.75,0.916666667,0.957427108,0.333333333,0.348155312
-2.2597793,53.4627122,-3.08694E+18,18,0,0,1,0,0.25,0.25,0.5,1,2
-2.2599112,53.4842842,4.09103E+18,114,1,1,2,1,1.25,0.25,0.5,0.2,0.4
-2.2599828,53.495969,-1.81296E+18,135,1,1,1,2,1.25,0.25,0.5,0.2,0.4
-2.2600543,53.5076538,3.86618E+18,62,0,0,2,0,0.5,1,1,2,2
-2.2610207,53.4195646,-3.7634E+18,76,1,2,0,1,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2611089,53.433946,7.95457E+18,28,3,0,3,0,1.5,3,1.732050808,2,1.154700538
-2.2611199,53.4357437,-5.20824E+18,64,5,10,4,2,5.25,11.58333333,3.403429643,2.206349206,0.648272313
-2.2611916,53.4474286,1.85803E+18,200,8,12,7,7,8.5,5.666666667,2.380476143,0.666666667,0.280056017
-2.2612745,53.4609112,-8.51672E+18,59,1,0,2,1,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2613076,53.4663042,1.63734E+17,125,5,3,4,1,3.25,2.916666667,1.707825128,0.897435897,0.525484655
-2.2613131,53.4672031,-2.52203E+18,271,7,5,9,4,6.25,4.916666667,2.217355783,0.786666667,0.354776925
-2.2613187,53.4681019,-8.70934E+18,85,1,2,0,4,1.75,2.916666667,1.707825128,1.666666667,0.975900073
-2.2614071,53.4824833,-3.87757E+18,41,1,2,0,0,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2614348,53.4869774,-4.98682E+18,51,0,1,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2580332,53.4231665,-6.51436E+18,35,1,0,0,0,0.25,0.25,0.5,1,2
-2.2580931,53.4330537,6.31112E+18,31,1,0,2,2,1.25,0.916666667,0.957427108,0.733333333,0.765941686
-2.2582022,53.4510305,-6.96942E+18,168,7,4,1,3,3.75,6.25,2.5,1.666666667,0.666666667
-2.2582349,53.4564236,7.043E+18,58,1,0,2,0,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2582786,53.4636143,-8.04964E+18,102,2,1,3,1,1.75,0.916666667,0.957427108,0.523809524,0.547101204
-2.2583223,53.470805,-2.5067E+18,155,8,2,2,4,4,8,2.828427125,2,0.707106781
-2.2583387,53.4735015,3.69306E+18,295,1,2,4,3,2.5,1.666666667,1.290994449,0.666666667,0.516397779
-2.2584098,53.4851863,-2.15483E+17,64,0,0,2,0,0.5,1,1,2,2
-2.2585192,53.503163,-2.78168E+18,82,1,0,0,0,0.25,0.25,0.5,1,2
-2.2311571,53.4618722,-8.37453E+18,76,0,1,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2312157,53.4726582,7.28194E+18,162,2,2,3,3,2.5,0.333333333,0.577350269,0.133333333,0.230940108
-2.2312647,53.4816466,1.97395E+18,72,3,0,3,1,1.75,2.25,1.5,1.285714286,0.857142857
-2.2312842,53.4852419,-2.59118E+18,194,4,8,4,4,5,4,2,0.8,0.4
-2.231598,53.5427671,-2.08596E+18,81,2,0,0,0,0.5,1,1,2,2
-2.2596531,53.4420389,4.97623E+18,47,2,0,1,1,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2597134,53.4519261,-8.55086E+18,62,2,1,0,3,1.5,1.666666667,1.290994449,1.111111111,0.860662966
-2.2597189,53.4528249,8.53496E+18,93,5,3,2,3,3.25,1.583333333,1.258305739,0.487179487,0.387170997
-2.2597464,53.4573191,-2.6571E+18,47,2,2,2,1,1.75,0.25,0.5,0.142857143,0.285714286
-2.2597738,53.4618133,-4.04398E+18,89,2,4,4,2,3,1.333333333,1.154700538,0.444444444,0.384900179
-2.2599332,53.4878795,-4.786E+17,14,1,0,0,0,0.25,0.25,0.5,1,2
-2.2599938,53.4977667,-8.72314E+18,45,1,1,1,0,0.75,0.25,0.5,0.333333333,0.666666667
-2.2600874,53.5130468,4.12189E+18,26,0,0,1,0,0.25,0.25,0.5,1,2
-2.2601535,53.5238328,6.29333E+18,36,0,2,0,0,0.5,1,1,2,2
-2.2316914,53.5598448,5.61884E+18,18,0,0,1,0,0.25,0.25,0.5,1,2
-2.2566043,53.4357535,7.9535E+18,11,0,2,1,1,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2566259,53.4393489,3.04336E+18,70,6,2,2,5,3.75,4.25,2.061552813,1.133333333,0.549747417
-2.2569028,53.4851896,-8.71105E+18,67,0,1,0,2,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2569463,53.4923802,7.58631E+18,18,0,0,0,1,0.25,0.25,0.5,1,2
-2.2569572,53.4941779,4.13637E+18,98,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2571205,53.5211428,3.49596E+18,68,0,0,0,2,0.5,1,1,2,2
-2.2571368,53.5238393,5.74282E+18,107,1,0,0,0,0.25,0.25,0.5,1,2
-2.229583,53.4492913,-6.17589E+18,39,0,0,0,1,0.25,0.25,0.5,1,2
-2.229894,53.5068169,-7.82672E+18,69,1,0,2,2,1.25,0.916666667,0.957427108,0.733333333,0.765941686
-2.2299866,53.5238947,-6.27869E+18,39,0,1,0,0,0.25,0.25,0.5,1,2
-2.2300451,53.5346806,-4.87255E+17,55,1,0,1,2,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.23005,53.5355794,-5.0535E+18,25,0,0,1,0,0.25,0.25,0.5,1,2
-2.2580168,53.4204699,1.60984E+18,78,2,0,0,0,0.5,1,1,2,2
-2.2581749,53.4465363,-5.68979E+18,122,2,9,2,8,5.25,14.25,3.774917218,2.714285714,0.719031851
-2.2581913,53.4492329,-2.94269E+18,45,1,4,1,1,1.75,2.25,1.5,1.285714286,0.857142857
-2.2582186,53.4537271,-1.32105E+18,114,4,2,6,4,4,2.666666667,1.632993162,0.666666667,0.40824829
-2.2582732,53.4627154,3.73821E+18,43,0,0,2,2,1,1.333333333,1.154700538,1.333333333,1.154700538
-2.2583278,53.4717038,-8.06025E+18,77,1,1,3,0,1.25,1.583333333,1.258305739,1.266666667,1.006644591
-2.2584371,53.4896805,7.83249E+18,206,1,1,3,2,1.75,0.916666667,0.957427108,0.523809524,0.547101204
-2.2551475,53.4438463,8.78531E+18,22,0,0,1,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2552338,53.4582277,1.9296E+17,122,1,8,3,6,4.5,9.666666667,3.109126351,2.148148148,0.690916967
-2.2552446,53.4600254,3.6411E+18,46,1,3,1,0,1.25,1.583333333,1.258305739,1.266666667,1.006644591
-2.2553958,53.4851928,-6.23371E+18,371,5,4,5,2,4,2,1.414213562,0.5,0.353553391
-2.2555906,53.5175507,-6.13214E+18,45,0,0,1,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2556339,53.5247414,-5.05773E+17,95,2,0,1,0,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2284928,53.526594,-3.41802E+18,78,2,2,0,1,1.25,0.916666667,0.957427108,0.733333333,0.765941686
-2.2285025,53.5283917,-1.55699E+17,52,0,0,1,0,0.25,0.25,0.5,1,2
-2.2566314,53.4402477,-4.65701E+18,174,4,14,4,9,7.75,22.91666667,4.787135539,2.956989247,0.617694908
-2.2566422,53.4420454,-8.60331E+18,48,3,3,3,2,2.75,0.25,0.5,0.090909091,0.181818182
-2.2566802,53.4483373,7.68914E+18,22,0,1,0,0,0.25,0.25,0.5,1,2
-2.2566964,53.4510338,3.48315E+18,85,3,1,3,2,2.25,0.916666667,0.957427108,0.407407407,0.425523159
-2.2567724,53.4636175,-2.45978E+18,128,2,4,2,5,3.25,2.25,1.5,0.692307692,0.461538462
-2.2567887,53.466314,-7.98E+18,169,2,3,4,2,2.75,0.916666667,0.957427108,0.333333333,0.348155312
-2.2568159,53.4708082,-1.0221E+18,43,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2568376,53.4744036,-3.5961E+18,63,1,0,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2568974,53.4842907,-2.49174E+18,54,1,0,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2569082,53.4860884,8.24338E+18,39,0,1,0,0,0.25,0.25,0.5,1,2
-2.2569681,53.4959756,8.52509E+18,22,0,0,2,0,0.5,1,1,2,2
-2.2570061,53.5022674,-5.64612E+18,57,0,0,0,2,0.5,1,1,2,2
-2.2267873,53.4897448,6.60857E+18,64,1,3,2,0,1.5,1.666666667,1.290994449,1.111111111,0.860662966
-2.2268642,53.5041261,8.21663E+18,46,0,0,0,1,0.25,0.25,0.5,1,2
-2.2269074,53.5122156,-1.91047E+18,25,1,1,0,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2269699,53.5239004,3.71489E+18,22,0,0,3,1,1,2,1.414213562,2,1.414213562
-2.2269747,53.5247993,1.81505E+18,46,1,0,0,0,0.25,0.25,0.5,1,2
-2.2270228,53.5337875,-3.4848E+18,57,2,1,1,0,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2536206,53.4402541,7.57039E+18,79,2,0,5,4,2.75,4.916666667,2.217355783,1.787878788,0.806311194
-2.253642,53.4438495,1.19606E+18,79,2,4,3,2,2.75,0.916666667,0.957427108,0.333333333,0.348155312
-2.2536956,53.4528379,5.54451E+18,72,1,2,1,1,1.25,0.25,0.5,0.2,0.4
-2.2537922,53.469017,-2.68794E+18,43,3,1,1,1,1.5,1,1,0.666666667,0.666666667
-2.2538835,53.4842972,-8.23056E+18,398,6,6,6,4,5.5,1,1,0.181818182,0.181818182
-2.2539749,53.4995773,5.13222E+18,80,1,0,0,0,0.25,0.25,0.5,1,2
-2.253991,53.5022738,-2.39475E+18,108,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2540017,53.5040715,-5.94278E+18,84,0,1,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2540771,53.5166551,-3.09859E+18,113,0,1,0,0,0.25,0.25,0.5,1,2
-2.2540878,53.5184528,6.1434E+18,39,0,0,1,0,0.25,0.25,0.5,1,2
-2.2541201,53.5238457,7.40438E+18,89,0,0,1,0,0.25,0.25,0.5,1,2
-2.2541417,53.5274411,-4.66842E+18,42,1,0,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2550829,53.4330602,2.09785E+18,22,0,0,0,1,0.25,0.25,0.5,1,2
-2.2551853,53.4501382,-9.77343E+17,100,5,2,6,7,5,4.666666667,2.160246899,0.933333333,0.43204938
-2.2552015,53.4528347,-9.85431E+17,129,3,1,1,3,2,1.333333333,1.154700538,0.666666667,0.577350269
-2.2270854,53.5454723,4.9799E+17,67,1,2,1,0,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2254711,53.5257009,-4.01016E+18,27,0,1,0,0,0.25,0.25,0.5,1,2
-2.225605,53.5508681,1.32925E+18,42,1,0,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2256816,53.5652493,1.64025E+17,27,0,1,0,0,0.25,0.25,0.5,1,2
-2.2552176,53.4555312,-3.1939E+17,116,5,4,5,0,3.5,5.666666667,2.380476143,1.619047619,0.680136041
-2.2553904,53.484294,-6.51689E+18,175,0,3,3,4,2.5,3,1.732050808,1.2,0.692820323
-2.2554174,53.4887881,-1.58956E+18,59,1,0,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2555256,53.5067648,4.61572E+18,223,0,0,1,0,0.25,0.25,0.5,1,2
-2.2555473,53.5103601,-6.68866E+18,73,0,0,0,3,0.75,2.25,1.5,3,2
